0
"['request', 'for', 'information', 'new', 'design', 'booklet', 'die', 'cutting', 'insert', 'assembly']"
"['audiovisual', 'suite', 'for', 'large', 'auditorium', 'maxwell', 'afb']"
"['metrology', 'equipment', 'move']"
"['u002', 'mid', 'level', 'leader', 'management', 'aidet', 'notice', 'of', 'intent', 'to', 'sole', 'source']"
"['canard', 'aircraft', 'ek', 'part', 'number', 'a2100020', 'sole', 'source', 'new', 'manufacture', 'to', 'lockheed', 'martin', 'corporation', 'cage']"
"['mechanical', 'electrical', 'plumbing', 'mep', 'engineering', 'services', 'at', 'the', 'national', 'center', 'for', 'toxicological', 'research']"
"['filter', 'element', 'flui']"
"['shielding', 'gasket', 'el']"
"['hydraulic', 'system', 'upgrade']"
"['the', 'department', 'of', 'the', 'navy', 'don', 'small', 'business', 'innovation', 'research', 'sbir', 'fy20', 'broad', 'agency', 'announcement', 'baa', 'engaging', 'the', 'defense', 'industrial', 'base', 'dib']"
"['equipment', 'ist']"
"['mississippi', 'coastal', 'improvements', 'program', 'comprehensive', 'barrier', 'island', 'restoration', 'plan', 'ship', 'island', 'phases', 'and']"
"['f999', 'spcc', 'management', 'lg', 'qty', 'contingency', 'plan', 'pop']"
"['wednesday', 'with', 'the', 'deputy', 'for', 'small', 'business']"
"['porta', 'potties']"
"['surveillance', 'video', 'camera']"
"['electronic', 'module']"
"['q999', 'hchv', 'va', 'long', 'beach', 'cers', 'program', 'transitional', 'housing', 'beds']"
"['sole', 'source', 'notice', 'for', 'the', 'repair', 'of', 'hyster', 'fork', 'truck', 'emissions', 'system']"
"['filter', 'fluid']"
"['cable', 'assembly', 'spec']"
"['fletc', 'hotel', 'lodging', 'may2020', 'july2020']"
"['dtech', 'switches', 'and', 'desktop', 'power', 'supply']"
"['panel', 'indicator']"
"['reconditioning', 'mcalpine', 'sector', 'gears', 'mcalpine', 'locks', 'and', 'dam']"
"['physical', 'properties', 'testing', 'equipment']"
"['pump', 'hydraulic']"
"['stream', 'surveys', 'level', 'ii']"
"['mental', 'health', 'counseling', 'services', 'pine', 'knot', 'job', 'corps', 'center', 'pine', 'knot', 'ky']"
"['dodin', 'inspection']"
"['nut', 'self', 'locking', 'ex']"
"['filter', 'element', 'flui']"
"['food', 'service', 'equipment']"
"['atlantic', 'test', 'ranges', 'atr', 'pedestal', 'maintenance', 'upgrades']"
"['z1dz', 'replace', 'hvac', 'equipment', 'b406']"
"['esis', 'battery', 'pack']"
"['decoration', 'set', 'indi']"
"['cable', 'assembly', 'spec']"
"['ibex', 'africom', 'market', 'research', 'reports']"
"['container', 'freight']"
"['procurement', 'of', 'one', 'diu', 'propulsion', 'plant', 'switch', 'for', 'ddg', 'lbes']"
"['z2da', 'renovate', 'building']"
"['torque', 'tube', 'assembl']"
"['power', 'pole', 'ft', 'class', 'douglas', 'fir', 'full', 'treat', 'penta']"
"['solicitation', 'spe7mx', 'x024', 'nsn', 'additional', 'nsns']"
"['sjcp', 'oso', 'bridge', 'and', 'culverts']"
"['seal', 'assembly', 'shaft']"
"['filter', 'element', 'flui']"
"['stream', 'surveys', 'level', 'ii']"
"['alternate', 'care', 'facility', 'acf', 'at', 'suny', 'stony', 'brook']"
"['j059', 'medical', 'beds', 'maintenance', 'repair', 'service']"
"['one', 'year', 'rental', 'of', 'brand', 'name', 'or', 'equal', 'cobas', 'analyzer', 'by', 'roche', 'diagnostics', 'automated', 'immunoassay', 'analyzer', 'system']"
"['artificial', 'tears']"
"['glucose', 'test', 'strips']"
"['voltage', 'regulator']"
"['advanced', 'acclimation', 'and', 'protection', 'tool', 'for', 'environmental', 'readiness', 'adapter']"
['backshell']
"['agility', 'prime', 'innovative', 'capabilities', 'opening', 'ico', 'transformative', 'vertical', 'flight']"
"['pedal', 'control']"
"['z1da', 'project', 'doors', 'security', 'corrections', 'at', 'the', 'jesse', 'brown', 'va', 'medical', 'center', 'damen', 'avenue', 'chicgao', 'il']"
"['high', 'heat', 'load', 'exit', 'mask', 'assemblies']"
"['circuit', 'card', 'assemb']"
"['nsn', 'pn']"
"['evansville', 'in', 'justification', 'for', 'other', 'than', 'full', 'and', 'open', 'competition']"
"['engine', 'support', 'turbine', 'com']"
"['portable', 'exciter', 'encoder']"
"['mgt', 'unit', 'cni', 'mu', 'repair']"
"['fitting', 'structural']"
"['power', 'supply']"
"['filter', 'element', 'flui']"
"['parts', 'kit', 'rotary', 'pu']"
"['ring', 'shredding', 'pump']"
"['paint', 'visitor', 'center', 'comfort', 'station', 'and', 'shelter']"
"['gearshaft', 'spur']"
"['california', 'fish', 'health', 'center', 'generator', 'and', 'concrete', 'pad']"
"['machine', 'gun', 'barrel']"
"['athene', 'acuity', 'micro', 'data', 'center']"
"['safety', 'small', 'arms']"
"['alternate', 'care', 'facility', 'acf', 'at', 'westchester', 'county', 'center']"
"['dextroamphetamine', 'amphetamine']"
"['surgical', 'masks']"
"['john', 'day', 'lock', 'dam', 'powerhouse', 'submerged', 'traveling', 'screen', 'sts', 'new', 'ton', 'gantry', 'crane']"
"['filter', 'fluid']"
['treadmill']
"['test', 'weights']"
"['special', 'instructions', 'issuance', 'for', 'easy', 'broad', 'agency', 'announcement', 'ez', 'baa', 'baa', 'sol']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'six', 'chirped', 'volume', 'holographic', 'gratings']"
"['pump', 'centrifugal']"
"['kootenai', 'libby', 'ranger', 'district', 'road', 'blading']"
"['rib', 'airfoil']"
"['leg', 'semitrailer', 'retractable', 'support']"
"['parts', 'kit', 'servo', 'val']"
"['wiring', 'harness', 'bran']"
"['pump', 'unit', 'centrifug']"
"['multiple', 'award', 'task', 'order', 'contracts', 'for', 'constructi']"
"['fs', 'patching', 'and', 'paving']"
"['connecting', 'link', 'rig']"
"['connecting', 'link', 'rig']"
"['r608', 'asl', 'interpreter', 'services', 'oakland', 'regional', 'benefit', 'office']"
"['connecting', 'link', 'rig']"
"['bearing', 'special']"
"['sleeve', 'fixed']"
"['pump', 'unit', 'centrifug']"
"['covid', 'anesthesia', 'machines', 'visn', 'wide']"
"['filter', 'element', 'flui']"
"['synopsis', 'hmmwv', 'antilock', 'brake', 'system', 'electronic', 'stability', 'control', 'abs', 'esc', 'retrofit', 'kits']"
"['pump', 'axial', 'piston']"
"['tyvek', 'suits']"
"['reeling', 'machine', 'cab']"
"['valve', 'globe']"
"['operator', 'manual', 'val']"
"['tank', 'fuel', 'aircraft']"
"['z1da', 'a8', 'install', 'fire', 'alarm', 'infrastructure', 'ic']"
"['cap', 'assembly', 'protec']"
"['draft', 'solicitation', 'integrated', 'inspection', 'management', 'system', 'iims', 'services']"
"['tank', 'fuel', 'aircraft']"
"['asos', 'rental', 'vehicles']"
"['tie', 'cable']"
"['filter', 'element', 'flui']"
"['propane', 'service', 'base', 'plus', 'four', 'option', 'years']"
"['sliding', 'padeye', 'james', 'williams', 'ddg']"
"['plunger', 'detent']"
"['roller', 'set', 'transmis']"
"['deflector', 'assembly']"
"['w066', 'covid', 'rental', 'biofire', 'testing', 'west', 'haven', 'c00069', 'wrj', 'c00017']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'outdoor', 'gun', 'range', 'in', 'st', 'paul', 'mn']"
"['two', 'phase', 'idiq', 'satoc', 'for', 'general', 'construction']"
"['ground', 'support', 'equipment']"
"['j099', 'flir', 'skywatch', 'tower', 'service', 'maintenance']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'expert', 'environment', 'contaminant', 'fate', 'and', 'transport', 'support', 'services']"
"['jack', 'creek', 'aggregate', 'crushing']"
"['j041', 'th', 'floor', 'steam', 'station', 'replacement', 'va']"
"['lease', 'gs']"
"['tube', 'assembly', 'metal']"
"['water', 'fountain', 'with', 'alkaline', 'water', 'filter', 'system', 'and', 'installation']"
"['sole', 'source', 'to', 'tks', 'telecommunication', 'services', 'bpa', 'for', 'the', 'kmc', 'area', 'military', 'installations']"
"['class', 'iii', 'arch', 'survey', 'reports', 'for', 'fuels', 'program']"
"['valve', 'fuel', 'drain']"
"['flat', 'washer']"
"['albuterol', 'open', 'continuous', 'rfq', 'due', 'to', 'shortages', 'va', 'national', 'cmop', 'consolidated', 'rx', 'order', 'award', 'notice', 'exelan', 'pharmaceutical']"
"['maternal', 'morbidity', 'and', 'mortality', 'data', 'and', 'analysis']"
"['priced', 'boa', 'with', 'boeing', 'april']"
"['supervisory', 'control', 'and', 'data', 'acquisition', 'scada', 'system', 'for', 'entiat', 'nfh']"
"['desktop', 'computers']"
"['non', 'dod', 'airfield', 'to', 'support', 'maintenance', 'repair', 'and', 'overhaul', 'operations']"
"['cct', 'curation', 'services']"
"['fan', 'vaneaxial']"
"['portable', 'dissolved', 'gas', 'chromatography', 'analyzer']"
"['repair', 'service', 'for', 'vehicle', 'optics', 'sensor', 'system', 'voss', 'parts', 'nsn', 'nsn', 'nsn']"
"['hockey', 'rink', 'outdoor']"
"['subaqueous', 'capping', 'technical', 'review', 'new', 'bedford', 'harbor', 'superfund', 'site', 'new', 'bedford', 'ma']"
"['graco', 'cart', 'mounted', 'paint', 'system', 'and', 'accessories']"
"['purchase', 'of', 'lifeworks', 'software', 'licenses']"
"['request', 'for', 'information', 'rfi', 'systems', 'and', 'software', 'assurance', 'services', 'sas']"
"['generator', 'engine', 'ac']"
"['rugged', 'flat', 'panel', 'displays']"
"['impeller', 'fan', 'centri']"
"['pipe', 'exhaust']"
"['solicitation', 'firing', 'attachment', 'blank', 'ammunition', 'nsn']"
"['maintenance', 'and', 'repair', 'of', 'food', 'preparation', 'and', 'serving', 'equipment']"
"['bang', 'flash', 'bang', 'grenade']"
"['solicitation', 'amendment', 'dodea', 'art', 'portfolio']"
"['filter', 'element', 'flui']"
"['traffic', 'safety', 'lidar', 'qty']"
"['comprehensive', 'waste', 'management']"
"['covid', 'support', 'theradoc', 'system']"
"['filtering', 'disk', 'flui']"
"['valve', 'globe']"
"['supply', 'deliver', 'radio', 'repeater', 'batteries']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'one', 'hts', 'squid', 'magnetometer', 'system']"
"['h335', 'semi', 'annual', 'elevator', 'inspection']"
"['wire', 'rope', 'assembly']"
"['mask', 'hood', 'assembly']"
"['filter', 'element', 'flui']"
"['valve', 'assembly']"
"['usns', 'william', 'mclean', 'heating', 'coil']"
"['filter', 'element', 'flui']"
"['ct', 'nitrile', 'gloves']"
"['head', 'buffer', 'cylinde']"
"['solicitation', 'for', 'gs', 'equivalent', 'us', 'personal', 'services', 'contract', 'uspsc', 'as', 'program', 'specialist', 'in', 'the', 'europe', 'and', 'eurasia', 'bureau', 'country', 'affairs', 'office', 'eeca']"
"['cisco', 'modeling', 'lab', 'subscriptions']"
"['resistor', 'fixed', 'wire']"
"['glove', 'patient', 'exami']"
"['remove', 'fire', 'pump']"
"['pump', 'rotary']"
"['vipr', 'bpa', 'for', 'mechanic', 'with', 'service', 'truck', 'for', 'region', 'pacific', 'southwest', 'region']"
"['closed', 'loop', 'cooling', 'water', 'treatment', 'service']"
"['master', 'bpa', 'rental', 'of', 'passenger', 'bus']"
"['acamprosate', 'tucson', 'cmop']"
"['sources', 'sought', 'for', 'product', 'and', 'service', 'support', 'of', 'combat', 'environment', 'instrumentation', 'systems', 'ceis']"
"['reer', 'bicr', 'frri', 'socs']"
"['regional', 'design', 'build', 'general', 'construction', 'indefinite', 'delivery', 'indefinite', 'quantity', 'idiq']"
"['small', 'business', 'preplaced', 'remedial', 'action', 'contract', 'prac', 'multiple', 'award', 'task', 'order', 'contract', 'matoc', 'under', 'the', 'multiple', 'environmental', 'government', 'acquisition', 'mega', 'for', 'omaha', 'district', 'northwestern', 'division', 'nwd', 'and', 'existing', 'customers']"
"['wiring', 'harness']"
"['z1da', 'a6', 'upgrade', 'electrical', 'loop']"
"['fsc', 'target', 'a230', 'nrp', 'long', 'term', 'contract']"
"['filter', 'element', 'flui']"
['cage']
"['filter', 'element', 'flui']"
"['technical', 'research', 'mentorship', 'and', 'workshop', 'support']"
"['gyroscope', 'rate']"
"['uv', 'lights', 'for', 'air', 'handlers']"
"['actuator', 'electro', 'me']"
"['ibex', 'misc', 'fy20', 'market', 'research', 'reports']"
"['core', 'filter', 'element']"
"['liquid', 'robotics', 'inc', 'wave', 'glider', 'platform']"
"['pillar', 'left', 'side', 'to', 'be', 'used', 'on', 'the', 'mh65', 'aircraft']"
"['r614', 'arc', 'shredding', 'service']"
"['pharmaceuticals', 'murfreesboro', 'cmop']"
"['option', 'opti', 'blast', 'inc', 'blast', 'media']"
"['nga', 'codachrome', 'request', 'for', 'information']"
"['asu', 'rog', 'scar', 'iii', 'g531gv', 'db76', 'laptop']"
"['method', 'for', 'forming', 'transition', 'metal', 'alloys']"
"['various', 'repair', 'parts', 'for', 'propulsion', 'system']"
"['air', 'traffic', 'engineering', 'and', 'program', 'support', 'ateps', 'ii']"
"['automated', 'prescription', 'tracking', 'and', 'storage', 'system']"
"['arc', 'melter', 'with', 'chilled', 'water', 'vacuum', 'suction', 'casting']"
"['edgebanding', 'molding']"
"['rfi', 'density', 'meter']"
"['intent', 'to', 'sole', 'source', 'roland', 'printer', 'cutter', 'true', 'vis', 'vg2']"
"['arm', 'pivot', 'assembly']"
"['w065', 'mri', 'trailer', 'rental', 'syracuse', 'va', 'medical', 'center']"
"['windshield', 'panel', 'aircraft']"
"['fuel', 'cell']"
"['tool', 'gnd', 'sl']"
"['operating', 'end', 'flang']"
"['pump', 'subassembly', 'ax']"
"['control', 'stick', 'aircr']"
"['filter', 'fluid']"
"['filter', 'air', 'system']"
"['separator', 'water', 'liq']"
"['aircraft', 'skin']"
"['the', 'general', 'services', 'administration', 'seeks', 'to', 'lease', 'the', 'following', 'space', 'in', 'sacramento', 'ca']"
"['laundry', 'service', 'illinois', 'army', 'national', 'guard']"
"['pump', 'unit', 'centrifug']"
"['purchase', 'hh65', 'sparing']"
"['rfq', 'nalla', 'alla', 'requirement', 'to', 'reaward', 'dedicated', 'service', 'at', 'mb', 'from', 'aviano', 'it', 'to', 'san', 'vito', 'solar', 'observatory', 'it']"
['gasket']
"['military', 'free', 'fall', 'mff', 'off', 'post', 'training', 'opt', 'blade', 'hours', 'support']"
"['compressors', 'and', 'ancillary', 'equipment', 'services']"
"['bearing', 'assembly']"
"['bearing', 'roller', 'cylindrical']"
"['rr', 'history', 'wall']"
"['disk', 'solid', 'plain']"
"['prep', 'and', 'pack', 'station', 'ma']"
"['anode', 'corrosion', 'pre']"
"['valve', 'fuel', 'drain']"
"['vehicle', 'maintenance', 'facility', 'tyndall', 'afb', 'fl']"
"['va', 'd3t1', 'nebraska', 'd3t1', 'nebraska', 'vamc', 'telephones']"
"['z2da', 'holding', 'space', 'nuclear', 'medicine', 'project']"
"['lolo', 'national', 'forest', 'murphy', 'creek', 'trail', 'and', 'parking', 'area', 'construction']"
"['part', 'number', 't62g17', 'shell', 'outer']"
"['n4008518d7000', 'mod', 'p00008', 'custodial', 'services', 'nhc', 'cherry', 'pt', 'nc', 'add', 'idiq', 'capacity']"
"['construction', 'of', 'killdeer', 'charlie', 'creek', 'kv', 'transmission', 'line', 'rebuild', 'in', 'north', 'dakota']"
"['filter', 'assembly', 'flu']"
"['lewis', 'clark', 'national', 'forest', 'belt', 'creek', 'roof', 'replacement']"
"['diesel', 'engine', 'parts', 'kit', 'fluid', 'pressure', 'parts', 'kit']"
"['confined', 'space', 'kits']"
"['gear', 'operator', 'valve']"
"['preventative', 'maintenance', 'corrective', 'remedial', 'maintenance', 'repair', 'service', 'agreement', 'on', 'bd', 'facsaria', 'ii', 'sorp', 'cell', 'sorter']"
"['idc', 'for', 'foundation', 'pressure', 'relief', 'well', 'engineering', 'with', 'geophysical', 'surveying', 'for', 'the', 'great', 'lakes', 'and', 'ohio', 'river', 'division']"
"['headquarters', 'lobby', 'renovation']"
"['parallax', 'mitigation', 'device']"
"['uss', 'john', 'finn', 'ddg', 'wartsila', 'defense', 'inc', 'parts']"
"['wa', 'makah', 'nfh', 'residential', 'housing', 'units']"
"['construct', 'bellevue', 'readiness', 'center', 'arng']"
"['logistics', 'and', 'transfer', 'warehouses']"
"['wsmr', 'information', 'systems', 'facility', 'isf']"
"['tank', 'fabric', 'collaps']"
"['grounds', 'maintenance', 'services', 'in', 'lancaster', 'pa', 'pa056', 'and', 'york', 'pa', 'pa135']"
"['adapter', 'housing']"
"['seal', 'assembly', 'shaft']"
"['food', 'equipment']"
"['lux', 'subscription', 'services', 'for', 'alternative', 'fuels', 'research']"
"['cls', 'pressure', 'sensing', 'hose', 'assemblies']"
"['extinguisher', 'fire']"
"['the', 'dalles', 'thrust', 'bearing', 'oil', 'coolers']"
"['omaha', 'acc', 'fy20', 'spine', 'instruments']"
"['polymer', 'coated', 'galvanized', 'steel', 'culvert', 'bands']"
"['lease', 'space', 'in', 'columbia', 'mo']"
"['future', 'hypersonics', 'program']"
"['diuron', 'or', 'comparable', 'product', 'indian', 'small', 'bu']"
"['quick', 'release', 'pin']"
"['brand', 'name', 'getwell', 'swingarm', 'monitors']"
"['fabrication', 'of', 'near', 'net', 'shape', 'metal', 'components']"
"['jacksonville', 'harbor', 'maintenance', 'dredging', 'foot', 'project', 'lower', 'terminal', 'channel', 'duval', 'county', 'florida']"
"['navy', 'cable', 'ship', 'replacement', 'arc']"
"['pharmaceuticals_va', 'cmop', 'charleston_36c77020q0437']"
"['barrel', 'machine', 'gun']"
"['z1da', 'replace', 'mechanical', 'systems', 'in', 'buildings', 'pn', 'jb']"
"['request', 'for', 'proposal', 'rfp', 'industrial', 'building', 'data', 'cycle']"
"['aquabotix', 'swarm', 'divers']"
"['amend', 'provide', 'install', 'and', 'maintain', 'mb', 'b8zs', 'esf', 'full', 'period', 'full', 'duplex', 'non', 'compressed', 'unchannelized', 'circuit', 'utilizing', 'disa', 'gfe', 'timing', 'between', 'park', 'central', 'rd', 'thurmont', 'md', 'and', 'penn', 'shop', 'rd', 'mt', 'airy', 'md']"
"['core', 'material', 'cellu']"
"['synthetic', 'turf']"
"['ball', 'bearing']"
"['lens', 'optical', 'instru']"
"['h266', 'covid', 'emergency', 'off', 'site', 'testing', 'services', 'award', 'notice', 'c24120p0590']"
"['open', 'inspect', 'and', 'report', 'power', 'supply', 'ac', 'dc']"
"['controller', 'assembly', 'lt']"
"['valve', 'assembly', 'mani']"
"['polygraph', 'equipment', 'for', 'credibility', 'assessment', 'program', 'bogota', 'colombia']"
"['washer', 'dryer', 'and', 'auxilary', 'steam', 'kit', 'brand', 'name', 'continenta', 'girbau']"
"['maintenance', 'repair', 'and', 'operations', 'mro', 'services', 'at', 'the', 'national', 'law', 'enforcement', 'communications', 'center', 'nlecc']"
"['synopsis', 'f100', 'pw', 'th', 'and', 'th', 'stage', 'inner', 'compressor', 'shrouds']"
"['il', 'in', 'safety', 'health', 'consolidated', 'risk', 'management', 'surveys']"
"['notice', 'of', 'intent', 'for', 'covaris', 'm220', 'focused', 'ultrasonicator']"
"['comcast', 'intent', 'to', 'sole', 'source']"
"['vane', 'pump', 'rotary']"
"['n4008514d1310', 'mod', 'p00044', 'maintenance', 'service', 'contract', 'mcas', 'cherry', 'point', 'nc', 'one', 'year', 'extension']"
"['covid', 'emergency', 'procurement', 'of', 'analyzers']"
"['dynatherm', 'acem', 'thermal', 'desorption', 'systems']"
"['allegheny', 'national', 'forest', 'fr', 'longhouse', 'scenic', 'drive', 'pavement', 'repair', 'project']"
"['vdc', 'power', 'maintenance', 'services']"
"['cnc', 'abrasive', 'cutting', 'machine']"
"['outside', 'medical', 'services']"
"['engineering', 'contractor', 'instructor', 'services', 'ecis']"
"['nmr', 'preventive', 'maitnenance']"
"['roofing', 'material']"
"['extension', 'adapter']"
"['pin', 'rivet']"
"['data', 'purchase', 'of', 'interstudy']"
"['maintenance', 'renewal', 'on', 'assure', 'mimix', 'pro', 'edition']"
"['service', 'agreement', 'symphony', 'a5', 'flow', 'cytometer']"
"['the', 'survivable', 'airborne', 'operations', 'center', 'saoc', 'weapon', 'system']"
"['shielding', 'gasket', 'el']"
"['wheel', 'pneumatic', 'tire']"
"['mcnary', 'load', 'monitoring', 'indicator', 'lmi', 'systems']"
"['light', 'assembly', 'indi']"
['watches']
"['xcelligence', 'multi', 'plate', 'impedance', 'reader']"
"['rw', 'trans', 'fld', 'fill']"
"['nmcp', 'exhumation', 'services']"
"['switch', 'thermostatic']"
"['j017', 'ii', 'utilities', 'site', 'improvements', 'phase', 'ii', 'main', 'and', 'commercial', 'gates', 'us', 'navsuppact', 'marine', 'corps', 'base', 'guam']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'specialized', 'training', 'services']"
"['eau', 'claire', 'wi', 'justification', 'for', 'other', 'than', 'full', 'and', 'open', 'competition']"
"['covid', 'anesthesia', 'machines', 'visn', 'wide']"
"['filter', 'element', 'flui']"
"['polyurethane', 'coatin']"
"['contactor', 'magnetic']"
"['travel', 'trailer', 'bop', 'western', 'region']"
"['link', 'exhaust', 'nozzle']"
"['bracket', 'mounting']"
"['battery', 'storage', 'sealed', 'lead', 'acid', 'storage', 'battery']"
['r1nitrileglovesrfp']
"['tote', 'and', 'draw', 'string', 'bags']"
"['long', 'lead', 'time', 'material', 'and', 'detail', 'design', 'and', 'construction', 'of', 'lpd', 'amphibious', 'transport', 'dock', 'ship']"
"['connector', 'plug', 'elec']"
"['replace', 'ahu', 'bldgs', 'fc365', 'rr525', 'proj']"
"['filter', 'fluid']"
"['notice', 'of', 'intent', 'to', 'sole', 'source', 'phase', 'of', 'herbert', 'hoover', 'building', 'renovation', 'project', 'located', 'in', 'washington', 'dc']"
"['outside', 'medical', 'services']"
"['wiring', 'harness', 'bran']"
"['avon', 'park', 'af', 'range', 'fl', 'local', 'telecommunication', 'services']"
"['sources', 'sought', 'test', 'administrator', 'and', 'computer', 'support']"
"['valve', 'linear', 'direct']"
"['flight', 'test', 'aircraft', 'for', 'satellite', 'communication', 'terminal', 'systems']"
"['circuit', 'card', 'assembly']"
"['sole', 'source', 'on', 'site', 'calibration', 'of', 'anv', 'ge']"
"['invasive', 'woody', 'vegetation', 'removal', 'and', 'eradication']"
"['gear', 'internal']"
"['alternate', 'care', 'facility', 'acf', 'at', 'suny', 'stony', 'brook']"
